نماد,نسبت پول به قیمت,درصد اختلاف سه ماهه,ریسک,میانگین حجم 7 روزه,میانگین حجم / ارزش ماه,نسبت خرید و فروش
وآيند,نسبت p/m=51.37*** distance =-92.13,1.16,-19.79,2.75,مین حجم ماه=4.15*** مین ارزش ماه =2.54***مین حجم ماه دو=0.26,خرید=1.03*** فروش =1.53
بخاور,نسبت p/m=-247.89*** distance =-38.96,12.72,-5.56,2.19,مین حجم ماه=2.01*** مین ارزش ماه =0.84***مین حجم ماه دو=3.25,خرید=1.39*** فروش =1.09
قمرو,نسبت p/m=320.46*** distance =-10.43,1.01,-14.15,1.58,مین حجم ماه=1.18*** مین ارزش ماه =0.41***مین حجم ماه دو=0.63,خرید=0.51*** فروش =1.23
قشكر,نسبت p/m=48.36*** distance =-81.93,17.93,-12.42,5.57,مین حجم ماه=3.44*** مین ارزش ماه =0.90***مین حجم ماه دو=3.07,خرید=0.56*** فروش =0.63
بزندگي,نسبت p/m=113.61*** distance =-65.20,0.00,-14.30,2.34,مین حجم ماه=1.72*** مین ارزش ماه =0.55***مین حجم ماه دو=4.24,خرید=0.39*** فروش =0.72
وسين,نسبت p/m=13.42*** distance =-90.44,19.19,-17.27,8.77,مین حجم ماه=7.81*** مین ارزش ماه =1.04***مین حجم ماه دو=4.71,خرید=0.84*** فروش =0.84
وپخش,نسبت p/m=-382.67*** distance =-76.46,2.74,-30.75,3.06,مین حجم ماه=2.81*** مین ارزش ماه =4.17***مین حجم ماه دو=1.20,خرید=0.95*** فروش =0.83
استقلال,نسبت p/m=77.40*** distance =-34.14,9.21,-9.78,2.83,مین حجم ماه=1.67*** مین ارزش ماه =0.20***مین حجم ماه دو=0.78,خرید=0.59*** فروش =0.62
زگلدشت,نسبت p/m=104.81*** distance =-81.17,9.66,-18.03,4.23,مین حجم ماه=2.91*** مین ارزش ماه =1.55***مین حجم ماه دو=2.38,خرید=0.69*** فروش =0.73
غشصفا,نسبت p/m=-179.30*** distance =-77.98,0.00,-27.23,2.82,مین حجم ماه=1.93*** مین ارزش ماه =1.49***مین حجم ماه دو=2.35,خرید=0.73*** فروش =0.64
قنقش,نسبت p/m=15.58*** distance =-92.40,98.63,-11.38,23.61,مین حجم ماه=8.44*** مین ارزش ماه =1.72***مین حجم ماه دو=0.08,خرید=0.03*** فروش =0.03
غصينو,نسبت p/m=-141.07*** distance =-82.21,6.67,-16.19,3.19,مین حجم ماه=3.98*** مین ارزش ماه =3.03***مین حجم ماه دو=2.73,خرید=1.31*** فروش =0.81
كساپا,نسبت p/m=27.81*** distance =-89.91,11.94,-27.02,7.83,مین حجم ماه=6.05*** مین ارزش ماه =1.59***مین حجم ماه دو=4.41,خرید=0.72*** فروش =0.74
چكارن,نسبت p/m=-15.16*** distance =-94.50,4.78,-19.04,4.57,مین حجم ماه=4.25*** مین ارزش ماه =1.11***مین حجم ماه دو=4.64,خرید=0.92*** فروش =0.88
گشان,نسبت p/m=1.87*** distance =-99.88,6.36,-8.93,2.93,مین حجم ماه=3.17*** مین ارزش ماه =5.06***مین حجم ماه دو=2.39,خرید=1.13*** فروش =1.13
شتوكا,نسبت p/m=327.08*** distance =-53.52,1.49,-10.52,1.23,مین حجم ماه=1.27*** مین ارزش ماه =0.89***مین حجم ماه دو=0.64,خرید=0.93*** فروش =1.34
زشگزا,نسبت p/m=508.72*** distance =-63.12,1.79,-18.14,3.16,مین حجم ماه=2.39*** مین ارزش ماه =3.23***مین حجم ماه دو=1.66,خرید=0.54*** فروش =0.60
لطيف,نسبت p/m=103.09*** distance =-54.68,1.81,-17.67,2.29,مین حجم ماه=2.22*** مین ارزش ماه =0.49***مین حجم ماه دو=1.59,خرید=0.92*** فروش =1.11
غگلستا,نسبت p/m=-157.52*** distance =-81.72,1.22,-37.81,4.90,مین حجم ماه=5.25*** مین ارزش ماه =4.11***مین حجم ماه دو=3.52,خرید=0.90*** فروش =0.88
شلرد,نسبت p/m=44.50*** distance =-90.47,13.84,-28.45,5.84,مین حجم ماه=5.01*** مین ارزش ماه =2.18***مین حجم ماه دو=6.25,خرید=0.84*** فروش =0.86
شفا,نسبت p/m=1036.43*** distance =0.97,6.30,-10.64,1.99,مین حجم ماه=0.83*** مین ارزش ماه =0.85***مین حجم ماه دو=0.41,خرید=0.35*** فروش =0.39
شملي,نسبت p/m=422.92*** distance =-7.48,6.67,-25.57,9.67,مین حجم ماه=5.17*** مین ارزش ماه =2.30***مین حجم ماه دو=3.16,خرید=0.44*** فروش =0.65
وبيمه,نسبت p/m=-11.18*** distance =-90.74,1.68,-16.51,8.26,مین حجم ماه=11.23*** مین ارزش ماه =1.29***مین حجم ماه دو=3.39,خرید=1.34*** فروش =0.83
حپرتو,نسبت p/m=-455.02*** distance =-69.37,24.00,-12.64,6.18,مین حجم ماه=2.78*** مین ارزش ماه =4.14***مین حجم ماه دو=0.30,خرید=0.29*** فروش =0.44
سپيدار,نسبت p/m=729.45*** distance =-22.29,22.97,-20.81,5.08,مین حجم ماه=4.40*** مین ارزش ماه =3.97***مین حجم ماه دو=2.26,خرید=0.78*** فروش =1.39
ثغرب,نسبت p/m=28.67*** distance =-91.76,5.84,-16.36,4.63,مین حجم ماه=5.62*** مین ارزش ماه =1.89***مین حجم ماه دو=5.06,خرید=0.78*** فروش =0.84
رافزا,نسبت p/m=89.40*** distance =-85.92,4.79,-39.75,4.26,مین حجم ماه=8.55*** مین ارزش ماه =4.68***مین حجم ماه دو=1.92,خرید=1.94*** فروش =2.49
بوعلي,نسبت p/m=1045.20*** distance =-79.95,20.09,-21.72,4.83,مین حجم ماه=3.62*** مین ارزش ماه =18.26***مین حجم ماه دو=3.55,خرید=0.62*** فروش =0.68
درهآور,نسبت p/m=122.41*** distance =-86.52,3.53,-22.72,4.04,مین حجم ماه=2.78*** مین ارزش ماه =2.43***مین حجم ماه دو=2.11,خرید=0.67*** فروش =0.75
كسعدي,نسبت p/m=264.28*** distance =-56.29,0.00,-26.81,2.54,مین حجم ماه=1.76*** مین ارزش ماه =1.02***مین حجم ماه دو=0.93,خرید=0.68*** فروش =0.74
اردستان,نسبت p/m=449.31*** distance =-80.93,10.37,-10.91,3.73,مین حجم ماه=3.16*** مین ارزش ماه =7.44***مین حجم ماه دو=2.10,خرید=0.52*** فروش =0.78
تملت,نسبت p/m=251.12*** distance =48.59,2.54,-11.17,9.39,مین حجم ماه=4.05*** مین ارزش ماه =0.69***مین حجم ماه دو=1.47,خرید=0.34*** فروش =0.57
كيا,نسبت p/m=-382.03*** distance =-51.96,1.27,-58.07,5.79,مین حجم ماه=4.43*** مین ارزش ماه =3.17***مین حجم ماه دو=1.81,خرید=0.56*** فروش =0.64
فافق,نسبت p/m=-10.18*** distance =-98.25,19.02,-25.96,6.05,مین حجم ماه=13.08*** مین ارزش ماه =7.18***مین حجم ماه دو=4.58,خرید=1.20*** فروش =1.36
حسينا,نسبت p/m=286.83*** distance =-68.98,32.84,-23.00,14.71,مین حجم ماه=14.18*** مین ارزش ماه =12.53***مین حجم ماه دو=11.37,خرید=0.68*** فروش =0.88
فلامي,نسبت p/m=-131.55*** distance =-75.89,5.34,-10.53,1.49,مین حجم ماه=1.28*** مین ارزش ماه =0.69***مین حجم ماه دو=1.98,خرید=0.85*** فروش =0.93
وارس,نسبت p/m=-145.17*** distance =-81.00,6.54,-32.77,5.47,مین حجم ماه=5.68*** مین ارزش ماه =3.90***مین حجم ماه دو=4.01,خرید=0.81*** فروش =1.05
ثنوسا,نسبت p/m=151.56*** distance =-69.59,7.84,-42.97,6.87,مین حجم ماه=5.55*** مین ارزش ماه =2.53***مین حجم ماه دو=3.52,خرید=0.85*** فروش =0.91
چفيبر,نسبت p/m=-55.16*** distance =-87.21,15.06,-1.53,6.03,مین حجم ماه=5.99*** مین ارزش ماه =2.69***مین حجم ماه دو=2.10,خرید=0.87*** فروش =0.77
ومپنا,نسبت p/m=233.63*** distance =-84.83,9.17,-15.27,6.29,مین حجم ماه=6.35*** مین ارزش ماه =9.55***مین حجم ماه دو=4.01,خرید=0.81*** فروش =0.87
فرآور,نسبت p/m=-67.58*** distance =-86.30,5.10,-29.26,5.26,مین حجم ماه=7.46*** مین ارزش ماه =3.45***مین حجم ماه دو=5.94,خرید=0.85*** فروش =0.89
پرسپوليس,نسبت p/m=64.76*** distance =-59.81,1.97,-17.34,2.36,مین حجم ماه=1.70*** مین ارزش ماه =0.26***مین حجم ماه دو=1.45,خرید=0.76*** فروش =0.94
بزاگرس,نسبت p/m=-144.13*** distance =-70.45,0.33,-15.19,3.18,مین حجم ماه=2.69*** مین ارزش ماه =1.29***مین حجم ماه دو=2.07,خرید=0.63*** فروش =0.70
زكشت,نسبت p/m=-396.93*** distance =-52.98,9.69,-16.16,2.73,مین حجم ماه=2.10*** مین ارزش ماه =1.70***مین حجم ماه دو=1.74,خرید=0.75*** فروش =0.70
فجام,نسبت p/m=-263.48*** distance =-70.52,0.11,-26.70,2.83,مین حجم ماه=1.67*** مین ارزش ماه =1.42***مین حجم ماه دو=1.22,خرید=0.69*** فروش =0.56
شصدف,نسبت p/m=12.10*** distance =-98.89,13.70,-26.00,2.71,مین حجم ماه=2.50*** مین ارزش ماه =2.55***مین حجم ماه دو=1.61,خرید=0.77*** فروش =0.79
ونفت,نسبت p/m=223.01*** distance =-46.74,6.83,-34.06,7.95,مین حجم ماه=5.03*** مین ارزش ماه =1.97***مین حجم ماه دو=3.02,خرید=0.54*** فروش =0.61
ثپرديس,نسبت p/m=22.92*** distance =-93.28,5.17,-21.09,13.76,مین حجم ماه=8.43*** مین ارزش ماه =2.75***مین حجم ماه دو=5.66,خرید=0.58*** فروش =0.58
تكمبا,نسبت p/m=-161.71*** distance =-68.27,1.49,-16.67,2.84,مین حجم ماه=2.97*** مین ارزش ماه =1.44***مین حجم ماه دو=2.23,خرید=1.12*** فروش =1.01
ثتران,نسبت p/m=35.35*** distance =-92.62,2.30,-22.78,4.52,مین حجم ماه=4.98*** مین ارزش ماه =2.28***مین حجم ماه دو=3.73,خرید=0.96*** فروش =1.03
سقاين,نسبت p/m=-92.81*** distance =-87.04,0.00,-24.17,4.64,مین حجم ماه=5.88*** مین ارزش ماه =3.96***مین حجم ماه دو=4.24,خرید=1.25*** فروش =1.11
غاذر,نسبت p/m=-70.46*** distance =-95.88,4.45,-29.51,1.72,مین حجم ماه=1.58*** مین ارزش ماه =2.51***مین حجم ماه دو=1.57,خرید=1.09*** فروش =0.97
لپيام,نسبت p/m=292.71*** distance =-93.95,32.06,-1.07,1.80,مین حجم ماه=0.62*** مین ارزش ماه =2.98***مین حجم ماه دو=0.14,خرید=0.29*** فروش =0.30
غشهد,نسبت p/m=126.30*** distance =-77.58,1.18,-10.53,3.17,مین حجم ماه=1.84*** مین ارزش ماه =1.03***مین حجم ماه دو=1.42,خرید=0.43*** فروش =0.54
انرژي,نسبت p/m=8.90*** distance =-99.19,40.16,-37.41,21.93,مین حجم ماه=19.37*** مین ارزش ماه =19.52***مین حجم ماه دو=8.29,خرید=0.74*** فروش =0.70
ارفع,نسبت p/m=-240.16*** distance =-81.23,1.34,-35.71,4.56,مین حجم ماه=4.34*** مین ارزش ماه =4.97***مین حجم ماه دو=2.17,خرید=0.97*** فروش =0.68
فالوم,نسبت p/m=168.53*** distance =-73.42,22.57,-13.80,4.65,مین حجم ماه=4.64*** مین ارزش ماه =2.96***مین حجم ماه دو=2.44,خرید=0.91*** فروش =0.81
فنفت,نسبت p/m=-204.14*** distance =-36.18,8.53,-23.20,5.35,مین حجم ماه=3.58*** مین ارزش ماه =1.08***مین حجم ماه دو=2.46,خرید=0.77*** فروش =0.60
غگلپا,نسبت p/m=527.08*** distance =-45.00,7.74,-18.00,2.19,مین حجم ماه=1.61*** مین ارزش ماه =1.51***مین حجم ماه دو=1.31,خرید=0.62*** فروش =0.73
وحكمت,نسبت p/m=26.49*** distance =-77.64,22.13,-19.29,3.17,مین حجم ماه=2.63*** مین ارزش ماه =0.30***مین حجم ماه دو=3.38,خرید=0.87*** فروش =0.97
داراب,نسبت p/m=-0.70*** distance =-98.89,14.49,-9.08,2.86,مین حجم ماه=2.23*** مین ارزش ماه =0.14***مین حجم ماه دو=0.81,خرید=0.70*** فروش =0.69
بكاب,نسبت p/m=10.91*** distance =-97.97,11.35,-11.18,1.61,مین حجم ماه=1.40*** مین ارزش ماه =0.74***مین حجم ماه دو=2.11,خرید=0.92*** فروش =0.93
فنورد,نسبت p/m=-208.20*** distance =-69.52,3.07,-16.03,2.86,مین حجم ماه=3.00*** مین ارزش ماه =1.95***مین حجم ماه دو=1.22,خرید=1.22*** فروش =1.02
زنگان,نسبت p/m=4.97*** distance =-98.73,67.45,-13.26,1.94,مین حجم ماه=1.27*** مین ارزش ماه =0.49***مین حجم ماه دو=0.56,خرید=0.67*** فروش =0.64
وثخوز,نسبت p/m=-3.53*** distance =-99.39,0.00,-37.91,2.31,مین حجم ماه=3.53*** مین ارزش ماه =1.80***مین حجم ماه دو=1.86,خرید=1.36*** فروش =1.43
وسنا,نسبت p/m=538.35*** distance =-61.29,0.85,-30.94,1.37,مین حجم ماه=0.99*** مین ارزش ماه =1.31***مین حجم ماه دو=1.39,خرید=0.76*** فروش =0.95
فتوسا,نسبت p/m=12.23*** distance =-96.82,12.15,-19.12,2.54,مین حجم ماه=3.43*** مین ارزش ماه =1.24***مین حجم ماه دو=2.04,خرید=1.17*** فروش =1.20
درازي,نسبت p/m=1221.67*** distance =-1.95,22.11,-5.79,3.85,مین حجم ماه=1.67*** مین ارزش ماه =2.10***مین حجم ماه دو=0.13,خرید=0.33*** فروش =0.32
داوه,نسبت p/m=51.84*** distance =-87.87,6.78,-27.98,7.06,مین حجم ماه=4.62*** مین ارزش ماه =1.86***مین حجم ماه دو=3.08,خرید=0.54*** فروش =0.54
اتكام,نسبت p/m=148.24*** distance =-47.44,2.08,-12.38,2.51,مین حجم ماه=1.24*** مین ارزش ماه =0.35***مین حجم ماه دو=0.55,خرید=0.40*** فروش =0.90
كساوه,نسبت p/m=-82.88*** distance =-92.39,0.87,-33.57,3.23,مین حجم ماه=1.74*** مین ارزش ماه =1.78***مین حجم ماه دو=1.44,خرید=0.55*** فروش =0.47
سكارون,نسبت p/m=19.39*** distance =-92.81,28.17,-7.43,3.33,مین حجم ماه=3.63*** مین ارزش ماه =0.99***مین حجم ماه دو=1.02,خرید=0.90*** فروش =0.75
قجام,نسبت p/m=-19.35*** distance =-97.24,0.13,-29.69,1.88,مین حجم ماه=1.18*** مین ارزش ماه =0.80***مین حجم ماه دو=0.82,خرید=0.62*** فروش =0.61
غشوكو,نسبت p/m=27.78*** distance =-94.13,0.96,-28.24,1.47,مین حجم ماه=1.42*** مین ارزش ماه =0.63***مین حجم ماه دو=0.79,خرید=0.75*** فروش =0.63
دحاوي,نسبت p/m=46.61*** distance =-62.92,5.68,-22.93,4.27,مین حجم ماه=3.72*** مین ارزش ماه =0.44***مین حجم ماه دو=8.08,خرید=0.92*** فروش =2.52
خنصير,نسبت p/m=17.08*** distance =-93.37,15.11,-21.43,3.42,مین حجم ماه=3.68*** مین ارزش ماه =0.90***مین حجم ماه دو=4.60,خرید=0.89*** فروش =0.91
آواپارس,نسبت p/m=-75.02*** distance =-49.12,0.94,-23.17,2.26,مین حجم ماه=1.99*** مین ارزش ماه =0.28***مین حجم ماه دو=1.77,خرید=0.81*** فروش =0.93
وآذر,نسبت p/m=-15.19*** distance =-95.95,20.44,-25.83,4.91,مین حجم ماه=5.28*** مین ارزش ماه =1.83***مین حجم ماه دو=3.70,خرید=0.93*** فروش =0.91
وشمال,نسبت p/m=0.00*** distance =-100.00,4.44,-36.66,1.00,مین حجم ماه=1.02*** مین ارزش ماه =1.67***مین حجم ماه دو=0.39,خرید=1.22*** فروش =1.22
رنيك,نسبت p/m=-825.48*** distance =-47.51,0.48,-17.50,2.58,مین حجم ماه=1.79*** مین ارزش ماه =2.75***مین حجم ماه دو=2.07,خرید=1.09*** فروش =0.75
كباده,نسبت p/m=124.21*** distance =-89.25,27.83,-18.73,2.33,مین حجم ماه=1.24*** مین ارزش ماه =1.43***مین حجم ماه دو=0.40,خرید=0.50*** فروش =0.50
واحصا,نسبت p/m=-8.21*** distance =-99.12,59.55,-18.45,3.09,مین حجم ماه=1.63*** مین ارزش ماه =2.21***مین حجم ماه دو=1.04,خرید=0.31*** فروش =0.31
شاروم,نسبت p/m=101.46*** distance =-85.13,10.86,-24.96,2.76,مین حجم ماه=2.29*** مین ارزش ماه =1.48***مین حجم ماه دو=1.59,خرید=0.84*** فروش =0.76
وثوق,نسبت p/m=-100.23*** distance =-94.16,6.58,-8.73,1.76,مین حجم ماه=1.90*** مین ارزش ماه =3.19***مین حجم ماه دو=0.50,خرید=0.87*** فروش =1.03
ساينا,نسبت p/m=12.24*** distance =-96.36,1.48,-20.05,3.42,مین حجم ماه=8.76*** مین ارزش ماه =2.83***مین حجم ماه دو=1.70,خرید=2.17*** فروش =1.90
پلاسك,نسبت p/m=209.56*** distance =-47.04,14.23,-23.03,3.12,مین حجم ماه=3.16*** مین ارزش ماه =1.19***مین حجم ماه دو=2.18,خرید=1.00*** فروش =1.53
بپويا,نسبت p/m=317.74*** distance =-89.27,4.79,-8.71,2.85,مین حجم ماه=1.83*** مین ارزش ماه =5.39***مین حجم ماه دو=1.36,خرید=0.59*** فروش =0.58
رپويا,نسبت p/m=319.80*** distance =-89.58,21.78,-9.76,1.93,مین حجم ماه=1.85*** مین ارزش ماه =5.64***مین حجم ماه دو=3.50,خرید=0.88*** فروش =1.03
خوساز,نسبت p/m=-0.90*** distance =-99.95,10.99,-23.79,2.65,مین حجم ماه=3.24*** مین ارزش ماه =4.84***مین حجم ماه دو=3.18,خرید=1.20*** فروش =1.15
غانيزان,نسبت p/m=673.59*** distance =-64.76,4.24,-28.21,5.34,مین حجم ماه=2.57*** مین ارزش ماه =4.76***مین حجم ماه دو=1.09,خرید=0.46*** فروش =0.49
آ س پ,نسبت p/m=704.44*** distance =-12.65,16.75,-20.52,2.55,مین حجم ماه=1.65*** مین ارزش ماه =1.31***مین حجم ماه دو=1.15,خرید=0.60*** فروش =0.80
محتشم,نسبت p/m=-56.67*** distance =-98.27,19.91,-10.29,2.02,مین حجم ماه=4.03*** مین ارزش ماه =13.43***مین حجم ماه دو=7.90,خرید=1.45*** فروش =1.08
غشاذر,نسبت p/m=87.70*** distance =-89.80,0.11,-23.28,3.76,مین حجم ماه=2.17*** مین ارزش ماه =1.80***مین حجم ماه دو=1.73,خرید=0.51*** فروش =0.61
بموتو,نسبت p/m=-3.88*** distance =-97.81,2.13,-14.06,2.66,مین حجم ماه=4.16*** مین ارزش ماه =0.71***مین حجم ماه دو=11.83,خرید=0.86*** فروش =1.22
بالبر,نسبت p/m=355.81*** distance =-86.38,0.86,-36.90,1.45,مین حجم ماه=1.50*** مین ارزش ماه =3.55***مین حجم ماه دو=1.11,خرید=1.06*** فروش =1.14
شغدير,نسبت p/m=1513.22*** distance =-52.51,22.22,-15.69,0.87,مین حجم ماه=0.84*** مین ارزش ماه =2.65***مین حجم ماه دو=0.24,خرید=0.91*** فروش =0.81
بهامرز,نسبت p/m=-112.65*** distance =-51.44,8.20,-13.12,8.87,مین حجم ماه=9.47*** مین ارزش ماه =2.16***مین حجم ماه دو=32.49,خرید=1.35*** فروش =0.94
ساروم,نسبت p/m=3293.66*** distance =-75.06,3.60,-17.94,1.21,مین حجم ماه=1.09*** مین ارزش ماه =14.13***مین حجم ماه دو=0.93,خرید=0.93*** فروش =0.89
غديس,نسبت p/m=567.63*** distance =-77.34,0.76,-18.06,2.00,مین حجم ماه=1.71*** مین ارزش ماه =4.10***مین حجم ماه دو=1.30,خرید=0.69*** فروش =0.75
تكاردان,نسبت p/m=-64.56*** distance =-68.42,4.87,-8.83,2.35,مین حجم ماه=2.72*** مین ارزش ماه =0.55***مین حجم ماه دو=2.04,خرید=0.73*** فروش =0.74
اتكاي,نسبت p/m=-146.69*** distance =-51.12,2.58,-25.83,8.23,مین حجم ماه=6.59*** مین ارزش ماه =1.86***مین حجم ماه دو=1.49,خرید=1.18*** فروش =0.67
فسبزوار,نسبت p/m=-5.31*** distance =-99.87,1.17,-24.89,2.56,مین حجم ماه=2.53*** مین ارزش ماه =9.70***مین حجم ماه دو=1.47,خرید=0.90*** فروش =0.88
تمحركه,نسبت p/m=110.03*** distance =-84.34,21.15,-11.67,2.87,مین حجم ماه=1.19*** مین ارزش ماه =0.82***مین حجم ماه دو=1.44,خرید=0.37*** فروش =0.36
ولكار,نسبت p/m=-1.12*** distance =-99.60,3.27,-14.76,1.99,مین حجم ماه=3.06*** مین ارزش ماه =0.83***مین حجم ماه دو=1.16,خرید=1.33*** فروش =1.40
حشكوه,نسبت p/m=-27.18*** distance =-81.51,17.42,-12.55,30.12,مین حجم ماه=10.72*** مین ارزش ماه =1.56***مین حجم ماه دو=5.61,خرید=0.31*** فروش =0.31
بالاس,نسبت p/m=212.28*** distance =-95.13,16.33,-23.04,2.43,مین حجم ماه=1.64*** مین ارزش ماه =6.71***مین حجم ماه دو=0.79,خرید=0.59*** فروش =0.60
وايرا,نسبت p/m=-9.96*** distance =-96.29,21.57,-22.46,1.51,مین حجم ماه=1.25*** مین ارزش ماه =0.32***مین حجم ماه دو=1.02,خرید=0.66*** فروش =0.62
تكشا,نسبت p/m=101.21*** distance =-82.17,1.86,-18.81,2.86,مین حجم ماه=4.08*** مین ارزش ماه =2.14***مین حجم ماه دو=1.55,خرید=1.39*** فروش =1.71
آبادا,نسبت p/m=92.85*** distance =-86.06,11.79,-15.63,1.03,مین حجم ماه=0.97*** مین ارزش ماه =0.62***مین حجم ماه دو=0.58,خرید=0.82*** فروش =0.92
تبرك,نسبت p/m=979.07*** distance =-6.09,0.00,-18.54,1.07,مین حجم ماه=0.65*** مین ارزش ماه =0.67***مین حجم ماه دو=0.42,خرید=0.54*** فروش =0.85
چكاوه,نسبت p/m=-8.43*** distance =-98.55,19.82,-15.94,1.89,مین حجم ماه=1.94*** مین ارزش ماه =1.09***مین حجم ماه دو=1.84,خرید=0.96*** فروش =0.92
فسا,نسبت p/m=-0.41*** distance =-99.29,14.51,-12.62,2.54,مین حجم ماه=1.76*** مین ارزش ماه =0.10***مین حجم ماه دو=0.66,خرید=0.54*** فروش =0.55
ولملت,نسبت p/m=4.77*** distance =-99.06,10.66,-7.51,0.94,مین حجم ماه=1.34*** مین ارزش ماه =0.68***مین حجم ماه دو=0.75,خرید=1.35*** فروش =1.54
مديريت,نسبت p/m=47.01*** distance =-86.54,1.75,-26.53,3.17,مین حجم ماه=4.54*** مین ارزش ماه =1.48***مین حجم ماه دو=1.61,خرید=1.21*** فروش =0.91
وايران,نسبت p/m=-925.35*** distance =-6.40,20.11,-6.10,8.02,مین حجم ماه=3.85*** مین ارزش ماه =3.84***مین حجم ماه دو=3.62,خرید=0.39*** فروش =0.42
وتوس,نسبت p/m=416.26*** distance =-50.63,7.65,-16.15,1.46,مین حجم ماه=0.96*** مین ارزش ماه =0.80***مین حجم ماه دو=0.39,خرید=0.60*** فروش =0.72
شدوص,نسبت p/m=-91.35*** distance =-80.94,6.66,-19.15,4.19,مین حجم ماه=3.44*** مین ارزش ماه =1.56***مین حجم ماه دو=3.37,خرید=0.71*** فروش =0.65
ثباغ,نسبت p/m=14.27*** distance =-98.15,0.48,-23.24,2.05,مین حجم ماه=1.61*** مین ارزش ماه =1.19***مین حجم ماه دو=0.95,خرید=0.60*** فروش =0.61
ثعمرا,نسبت p/m=649.35*** distance =-25.17,18.88,-28.13,4.07,مین حجم ماه=2.41*** مین ارزش ماه =1.99***مین حجم ماه دو=1.36,خرید=0.53*** فروش =0.62
سآبيك,نسبت p/m=767.91*** distance =-85.66,9.29,-23.27,1.90,مین حجم ماه=2.19*** مین ارزش ماه =10.99***مین حجم ماه دو=1.67,خرید=0.87*** فروش =1.04
قزوين,نسبت p/m=42.14*** distance =-93.12,0.94,-20.65,0.81,مین حجم ماه=2.45*** مین ارزش ماه =1.40***مین حجم ماه دو=1.71,خرید=2.89*** فروش =1.40
فروس,نسبت p/m=-99.77*** distance =-55.51,16.05,-10.89,2.34,مین حجم ماه=1.76*** مین ارزش ماه =0.39***مین حجم ماه دو=1.84,خرید=0.73*** فروش =0.70
فافزا,نسبت p/m=20.06*** distance =-98.03,10.07,-20.37,1.46,مین حجم ماه=1.78*** مین ارزش ماه =1.75***مین حجم ماه دو=0.24,خرید=1.11*** فروش =1.11
قشير,نسبت p/m=251.37*** distance =-71.38,0.11,-25.43,1.79,مین حجم ماه=1.50*** مین ارزش ماه =1.25***مین حجم ماه دو=1.22,خرید=0.78*** فروش =0.90
وملت,نسبت p/m=171.12*** distance =-51.35,10.10,-1.91,0.46,مین حجم ماه=0.52*** مین ارزش ماه =0.18***مین حجم ماه دو=0.26,خرید=1.16*** فروش =1.12
فروسيل,نسبت p/m=244.90*** distance =-67.15,11.16,-8.15,0.84,مین حجم ماه=0.70*** مین ارزش ماه =0.51***مین حجم ماه دو=0.28,خرید=0.79*** فروش =0.74
نيرو,نسبت p/m=20.87*** distance =-97.34,1.09,-13.99,1.61,مین حجم ماه=0.88*** مین ارزش ماه =0.67***مین حجم ماه دو=1.06,خرید=0.51*** فروش =0.52
آپ,نسبت p/m=-578.32*** distance =-51.57,12.94,-2.67,0.90,مین حجم ماه=1.06*** مین ارزش ماه =1.29***مین حجم ماه دو=1.11,خرید=1.29*** فروش =1.10
پاسا,نسبت p/m=62.98*** distance =-95.31,5.72,-25.27,1.29,مین حجم ماه=1.81*** مین ارزش ماه =2.27***مین حجم ماه دو=1.48,خرید=1.34*** فروش =1.12
حآسا,نسبت p/m=136.94*** distance =-60.78,10.40,-10.07,1.35,مین حجم ماه=1.12*** مین ارزش ماه =0.39***مین حجم ماه دو=0.85,خرید=0.64*** فروش =0.81
غپونه,نسبت p/m=87.89*** distance =-69.18,10.98,-7.59,1.30,مین حجم ماه=0.86*** مین ارزش ماه =0.25***مین حجم ماه دو=1.39,خرید=0.62*** فروش =0.71
شساخت,نسبت p/m=51.18*** distance =-92.72,17.48,-19.31,1.23,مین حجم ماه=0.69*** مین ارزش ماه =0.47***مین حجم ماه دو=0.39,خرید=0.59*** فروش =0.64
وامين,نسبت p/m=-197.21*** distance =-82.27,10.98,-15.47,0.87,مین حجم ماه=0.88*** مین ارزش ماه =0.95***مین حجم ماه دو=0.65,خرید=1.38*** فروش =0.45
سمايه,نسبت p/m=0.00*** distance =-100.00,13.12,-14.85,1.15,مین حجم ماه=0.97*** مین ارزش ماه =0.32***مین حجم ماه دو=0.76,خرید=0.79*** فروش =0.79
سدور,نسبت p/m=22.62*** distance =-98.38,5.83,-11.96,1.34,مین حجم ماه=1.34*** مین ارزش ماه =1.88***مین حجم ماه دو=1.44,خرید=0.86*** فروش =0.92
واعتبار,نسبت p/m=24.62*** distance =-83.53,24.86,-11.01,2.49,مین حجم ماه=3.52*** مین ارزش ماه =0.52***مین حجم ماه دو=4.34,خرید=1.09*** فروش =1.14
پارتا,نسبت p/m=159.31*** distance =-80.79,20.72,-10.35,1.13,مین حجم ماه=0.69*** مین ارزش ماه =0.57***مین حجم ماه دو=0.68,خرید=0.60*** فروش =0.54
وحافظ,نسبت p/m=-472.88*** distance =-19.11,19.31,-4.28,1.98,مین حجم ماه=1.21*** مین ارزش ماه =0.71***مین حجم ماه دو=3.07,خرید=0.79*** فروش =0.56
دروز,نسبت p/m=983.95*** distance =8.54,26.11,-6.89,1.73,مین حجم ماه=0.77*** مین ارزش ماه =0.70***مین حجم ماه دو=0.57,خرید=0.36*** فروش =0.39
