نماد,نسبت پول به قیمت,درصد اختلاف سه ماهه,ریسک,میانگین حجم 7 روزه,میانگین حجم / ارزش ماه,نسبت خرید و فروش
حآسا,نسبت p/m=179.02*** distance =-49.20,9.55,-11.09,1.44,مین حجم ماه=1.11*** مین ارزش ماه =0.39***مین حجم ماه دو=0.87,خرید=0.71*** فروش =0.99
تشتاد,نسبت p/m=0.00*** distance =-100.00,0.00,-20.29,1.45,مین حجم ماه=0.84*** مین ارزش ماه =0.37***مین حجم ماه دو=0.50,خرید=0.57*** فروش =0.57
قمرو,نسبت p/m=430.46*** distance =19.17,1.99,-15.22,1.35,مین حجم ماه=1.01*** مین ارزش ماه =0.36***مین حجم ماه دو=0.73,خرید=0.46*** فروش =1.28
شپديس,نسبت p/m=3483.68*** distance =-87.91,9.56,-17.16,2.07,مین حجم ماه=3.29*** مین ارزش ماه =92.33***مین حجم ماه دو=1.42,خرید=1.33*** فروش =1.52
اتكام,نسبت p/m=121.63*** distance =-57.20,2.34,-12.61,2.27,مین حجم ماه=1.30*** مین ارزش ماه =0.36***مین حجم ماه دو=0.52,خرید=0.41*** فروش =0.86
غشصفا,نسبت p/m=-198.28*** distance =-76.03,2.16,-27.83,2.93,مین حجم ماه=1.96*** مین ارزش ماه =1.52***مین حجم ماه دو=2.35,خرید=0.65*** فروش =0.63
وگستر,نسبت p/m=34.08*** distance =-93.18,29.05,-12.69,3.84,مین حجم ماه=3.79*** مین ارزش ماه =1.88***مین حجم ماه دو=4.61,خرید=0.65*** فروش =0.66
شفا,نسبت p/m=964.08*** distance =-6.93,6.91,-9.92,2.14,مین حجم ماه=0.88*** مین ارزش ماه =0.91***مین حجم ماه دو=0.40,خرید=0.34*** فروش =0.38
بالبر,نسبت p/m=383.11*** distance =-85.63,0.42,-40.38,1.51,مین حجم ماه=1.48*** مین ارزش ماه =3.56***مین حجم ماه دو=1.11,خرید=0.90*** فروش =0.95
گوهران,نسبت p/m=74.42*** distance =-77.88,31.40,-29.26,3.22,مین حجم ماه=4.06*** مین ارزش ماه =1.24***مین حجم ماه دو=1.34,خرید=0.92*** فروش =0.92
فنورد,نسبت p/m=-122.00*** distance =-82.23,2.65,-16.53,2.43,مین حجم ماه=3.05*** مین ارزش ماه =1.99***مین حجم ماه دو=1.17,خرید=1.22*** فروش =1.01
وپترو,نسبت p/m=1088.32*** distance =-69.36,6.26,-31.57,2.06,مین حجم ماه=1.52*** مین ارزش ماه =4.99***مین حجم ماه دو=1.51,خرید=0.63*** فروش =0.99
واتي,نسبت p/m=43.16*** distance =-89.21,2.89,-31.14,7.84,مین حجم ماه=8.15*** مین ارزش ماه =2.97***مین حجم ماه دو=6.34,خرید=0.89*** فروش =0.89
ثباغ,نسبت p/m=27.24*** distance =-96.54,1.54,-24.89,1.95,مین حجم ماه=1.66*** مین ارزش ماه =1.23***مین حجم ماه دو=0.92,خرید=0.70*** فروش =0.73
ودي,نسبت p/m=71.25*** distance =-84.61,4.00,-27.59,7.37,مین حجم ماه=6.03*** مین ارزش ماه =2.64***مین حجم ماه دو=6.47,خرید=0.87*** فروش =1.13
نمرينو,نسبت p/m=8.11*** distance =-98.77,23.92,-11.76,0.88,مین حجم ماه=0.90*** مین ارزش ماه =0.58***مین حجم ماه دو=0.70,خرید=0.89*** فروش =0.94
وايرا,نسبت p/m=0.00*** distance =-100.00,16.88,-24.74,1.28,مین حجم ماه=1.30*** مین ارزش ماه =0.34***مین حجم ماه دو=1.00,خرید=0.79*** فروش =0.80
غمايه,نسبت p/m=-24.17*** distance =-97.19,6.78,-18.84,2.47,مین حجم ماه=2.91*** مین ارزش ماه =2.30***مین حجم ماه دو=2.41,خرید=1.12*** فروش =0.91
فروسيل,نسبت p/m=229.54*** distance =-69.38,10.35,-9.01,0.91,مین حجم ماه=0.75*** مین ارزش ماه =0.55***مین حجم ماه دو=0.28,خرید=0.73*** فروش =0.73
ديران,نسبت p/m=77.51*** distance =-74.08,10.30,-26.30,5.01,مین حجم ماه=3.97*** مین ارزش ماه =1.13***مین حجم ماه دو=3.22,خرید=0.68*** فروش =0.71
قهكمت,نسبت p/m=-102.26*** distance =-80.76,1.97,-25.86,1.20,مین حجم ماه=1.55*** مین ارزش ماه =0.78***مین حجم ماه دو=0.88,خرید=0.85*** فروش =0.69
گنگين,نسبت p/m=-479.22*** distance =-65.61,52.67,0.00,2.06,مین حجم ماه=2.08*** مین ارزش ماه =2.91***مین حجم ماه دو=3.46,خرید=2.96*** فروش =0.78
فجوش,نسبت p/m=12.48*** distance =-90.53,3.60,-20.40,3.99,مین حجم ماه=1.85*** مین ارزش ماه =0.24***مین حجم ماه دو=1.50,خرید=0.43*** فروش =0.44
واعتبار,نسبت p/m=27.72*** distance =-81.56,24.62,-11.37,2.07,مین حجم ماه=3.45*** مین ارزش ماه =0.51***مین حجم ماه دو=4.23,خرید=1.22*** فروش =1.37
داراب,نسبت p/m=-0.69*** distance =-98.93,13.31,-10.59,2.19,مین حجم ماه=2.27*** مین ارزش ماه =0.14***مین حجم ماه دو=0.77,خرید=0.74*** فروش =0.73
كابگن,نسبت p/m=23.03*** distance =-98.94,25.69,-12.47,1.28,مین حجم ماه=0.43*** مین ارزش ماه =0.93***مین حجم ماه دو=0.01,خرید=0.27*** فروش =0.27
ثجوان,نسبت p/m=-6.09*** distance =-95.87,83.59,-25.39,7.62,مین حجم ماه=7.63*** مین ارزش ماه =1.07***مین حجم ماه دو=1.15,خرید=0.95*** فروش =0.93
وهنر,نسبت p/m=-203.56*** distance =-75.21,7.08,-21.75,1.13,مین حجم ماه=1.92*** مین ارزش ماه =1.54***مین حجم ماه دو=1.43,خرید=0.57*** فروش =0.96
وثوق,نسبت p/m=-158.77*** distance =-90.76,8.21,-6.83,1.64,مین حجم ماه=1.94*** مین ارزش ماه =3.25***مین حجم ماه دو=0.51,خرید=0.86*** فروش =1.00
كساوه,نسبت p/m=-343.04*** distance =-68.87,3.60,-32.63,2.18,مین حجم ماه=1.78*** مین ارزش ماه =1.83***مین حجم ماه دو=1.42,خرید=0.58*** فروش =0.45
آبادا,نسبت p/m=89.35*** distance =-86.73,10.90,-16.81,1.07,مین حجم ماه=1.01*** مین ارزش ماه =0.65***مین حجم ماه دو=0.57,خرید=0.82*** فروش =0.98
قيستو,نسبت p/m=568.28*** distance =-66.09,7.53,-31.95,1.28,مین حجم ماه=0.63*** مین ارزش ماه =0.99***مین حجم ماه دو=1.23,خرید=0.48*** فروش =0.57
سمازن,نسبت p/m=370.98*** distance =-92.21,2.22,-27.67,0.89,مین حجم ماه=1.20*** مین ارزش ماه =5.25***مین حجم ماه دو=0.92,خرید=1.09*** فروش =1.20
مفاخر,نسبت p/m=63.27*** distance =-90.13,14.57,-2.59,2.74,مین حجم ماه=2.31*** مین ارزش ماه =1.56***مین حجم ماه دو=0.70,خرید=0.83*** فروش =0.83
ولملت,نسبت p/m=30.25*** distance =-94.06,11.19,-6.88,0.98,مین حجم ماه=1.36*** مین ارزش ماه =0.69***مین حجم ماه دو=0.75,خرید=1.22*** فروش =1.39
فسا,نسبت p/m=-0.41*** distance =-99.30,13.80,-13.54,1.93,مین حجم ماه=1.77*** مین ارزش ماه =0.10***مین حجم ماه دو=0.60,خرید=0.65*** فروش =0.62
پرداخت,نسبت p/m=-107.56*** distance =-80.24,33.17,-2.09,2.04,مین حجم ماه=0.98*** مین ارزش ماه =0.53***مین حجم ماه دو=0.59,خرید=0.86*** فروش =0.87
ودانا,نسبت p/m=-22.57*** distance =-94.84,21.50,-10.09,2.75,مین حجم ماه=2.50*** مین ارزش ماه =1.06***مین حجم ماه دو=1.52,خرید=0.79*** فروش =0.87
شصدف,نسبت p/m=40.06*** distance =-96.36,11.95,-28.56,2.46,مین حجم ماه=2.52*** مین ارزش ماه =2.57***مین حجم ماه دو=1.52,خرید=0.91*** فروش =0.93
شكلر,نسبت p/m=-99.10*** distance =-91.92,2.34,-20.66,2.46,مین حجم ماه=5.18*** مین ارزش ماه =6.06***مین حجم ماه دو=1.38,خرید=1.51*** فروش =1.43
حاريا,نسبت p/m=0.00*** distance =-100.00,21.15,-2.21,1.51,مین حجم ماه=0.55*** مین ارزش ماه =0.23***مین حجم ماه دو=0.30,خرید=0.32*** فروش =0.32
دسينا,نسبت p/m=489.33*** distance =-85.26,0.12,-22.51,0.54,مین حجم ماه=0.64*** مین ارزش ماه =2.03***مین حجم ماه دو=0.60,خرید=0.93*** فروش =1.46
لپيام,نسبت p/m=276.60*** distance =-94.25,30.61,-3.89,1.93,مین حجم ماه=0.67*** مین ارزش ماه =3.19***مین حجم ماه دو=0.12,خرید=0.29*** فروش =0.30
دفرا,نسبت p/m=3746.89*** distance =2.77,0.55,-18.95,0.41,مین حجم ماه=0.36*** مین ارزش ماه =1.28***مین حجم ماه دو=0.41,خرید=0.61*** فروش =5.60
كپرور,نسبت p/m=-233.75*** distance =-68.89,1.52,-21.82,1.22,مین حجم ماه=0.92*** مین ارزش ماه =0.66***مین حجم ماه دو=1.34,خرید=0.77*** فروش =0.54
فوكا,نسبت p/m=-111.08*** distance =-88.55,0.70,-15.89,0.65,مین حجم ماه=0.63*** مین ارزش ماه =0.58***مین حجم ماه دو=0.72,خرید=0.82*** فروش =0.99
كدما,نسبت p/m=424.57*** distance =-89.98,10.49,-29.97,0.78,مین حجم ماه=0.64*** مین ارزش ماه =2.52***مین حجم ماه دو=0.46,خرید=0.73*** فروش =0.83
كتوسعه,نسبت p/m=66.61*** distance =-94.41,23.89,-3.34,0.38,مین حجم ماه=0.49*** مین ارزش ماه =0.62***مین حجم ماه دو=0.62,خرید=1.10*** فروش =1.25
خچرخش,نسبت p/m=3.54*** distance =-99.80,1.53,-19.84,1.94,مین حجم ماه=1.63*** مین ارزش ماه =2.73***مین حجم ماه دو=1.18,خرید=0.88*** فروش =0.85
ساربيل,نسبت p/m=6111.28*** distance =-19.78,0.08,-39.51,0.79,مین حجم ماه=0.53*** مین ارزش ماه =3.74***مین حجم ماه دو=0.45,خرید=0.64*** فروش =1.09
پسهند,نسبت p/m=856.65*** distance =-61.33,25.27,-21.72,1.30,مین حجم ماه=0.99*** مین ارزش ماه =2.14***مین حجم ماه دو=0.50,خرید=0.50*** فروش =0.80
غپونه,نسبت p/m=104.80*** distance =-63.50,10.55,-8.11,1.34,مین حجم ماه=0.89*** مین ارزش ماه =0.25***مین حجم ماه دو=1.39,خرید=0.56*** فروش =0.66
فپنتا,نسبت p/m=-1025.11*** distance =-76.14,23.91,-17.34,1.53,مین حجم ماه=1.45*** مین ارزش ماه =6.08***مین حجم ماه دو=0.55,خرید=0.90*** فروش =0.90
دپارس,نسبت p/m=759.69*** distance =-70.00,26.19,-5.79,0.82,مین حجم ماه=0.68*** مین ارزش ماه =1.73***مین حجم ماه دو=0.91,خرید=0.52*** فروش =0.72
ويسا,نسبت p/m=-41.23*** distance =-88.36,9.73,-18.08,1.01,مین حجم ماه=0.76*** مین ارزش ماه =0.25***مین حجم ماه دو=0.30,خرید=0.53*** فروش =0.60
بگيلان,نسبت p/m=1145.86*** distance =-24.83,1.63,-15.33,0.59,مین حجم ماه=0.44*** مین ارزش ماه =0.65***مین حجم ماه دو=0.19,خرید=0.54*** فروش =0.72
بپيوند,نسبت p/m=-391.21*** distance =-64.56,2.19,-17.83,1.78,مین حجم ماه=1.18*** مین ارزش ماه =1.25***مین حجم ماه دو=0.93,خرید=0.55*** فروش =0.58
معين,نسبت p/m=-9.06*** distance =-95.51,2.74,-13.27,1.11,مین حجم ماه=2.45*** مین ارزش ماه =0.48***مین حجم ماه دو=2.33,خرید=0.88*** فروش =1.15
كبافق,نسبت p/m=0.82*** distance =-99.96,5.18,-15.85,0.51,مین حجم ماه=0.75*** مین ارزش ماه =1.67***مین حجم ماه دو=0.41,خرید=1.69*** فروش =1.64
سآبيك,نسبت p/m=900.59*** distance =-83.44,8.17,-24.80,1.74,مین حجم ماه=2.14*** مین ارزش ماه =10.80***مین حجم ماه دو=1.71,خرید=0.99*** فروش =1.13
كيمياتك,نسبت p/m=513.93*** distance =-39.16,13.70,-9.52,6.66,مین حجم ماه=3.96*** مین ارزش ماه =3.30***مین حجم ماه دو=2.74,خرید=0.45*** فروش =0.52
سيدكو,نسبت p/m=-606.77*** distance =-79.71,4.48,-21.07,1.39,مین حجم ماه=0.80*** مین ارزش ماه =2.32***مین حجم ماه دو=0.66,خرید=1.19*** فروش =0.67
وآفر,نسبت p/m=1111.57*** distance =16.13,23.25,-5.30,3.95,مین حجم ماه=1.80*** مین ارزش ماه =1.74***مین حجم ماه دو=0.51,خرید=0.40*** فروش =0.45
سفارود,نسبت p/m=0.00*** distance =-100.00,9.87,-14.08,0.26,مین حجم ماه=0.22*** مین ارزش ماه =0.13***مین حجم ماه دو=0.10,خرید=0.88*** فروش =0.88
سفانو,نسبت p/m=121.63*** distance =-96.21,2.04,-17.22,0.65,مین حجم ماه=0.87*** مین ارزش ماه =2.70***مین حجم ماه دو=0.91,خرید=1.05*** فروش =0.94
سهرمز,نسبت p/m=80.24*** distance =-98.72,3.26,-15.06,0.46,مین حجم ماه=0.65*** مین ارزش ماه =3.95***مین حجم ماه دو=0.54,خرید=1.27*** فروش =1.37
شغدير,نسبت p/m=1317.85*** distance =-58.92,21.88,-15.62,0.84,مین حجم ماه=0.86*** مین ارزش ماه =2.72***مین حجم ماه دو=0.24,خرید=0.79*** فروش =0.80
شيراز,نسبت p/m=205.44*** distance =-94.24,4.08,-17.80,2.61,مین حجم ماه=4.03*** مین ارزش ماه =13.64***مین حجم ماه دو=3.23,خرید=1.65*** فروش =1.29
شرنگي,نسبت p/m=0.00*** distance =-100.00,3.68,-17.90,0.67,مین حجم ماه=0.83*** مین ارزش ماه =0.81***مین حجم ماه دو=0.59,خرید=1.40*** فروش =1.37
لازما,نسبت p/m=-637.17*** distance =-88.40,19.37,-17.21,0.45,مین حجم ماه=0.59*** مین ارزش ماه =3.31***مین حجم ماه دو=0.04,خرید=1.34*** فروش =1.19
ساذري,نسبت p/m=0.00*** distance =-100.00,10.60,-9.86,0.40,مین حجم ماه=0.28*** مین ارزش ماه =0.89***مین حجم ماه دو=0.12,خرید=0.77*** فروش =0.77
دروز,نسبت p/m=945.40*** distance =4.12,26.43,-6.43,1.82,مین حجم ماه=0.80*** مین ارزش ماه =0.73***مین حجم ماه دو=0.53,خرید=0.36*** فروش =0.36
فاهواز,نسبت p/m=21.23*** distance =-96.75,7.31,-5.49,0.49,مین حجم ماه=0.73*** مین ارزش ماه =0.47***مین حجم ماه دو=0.78,خرید=1.59*** فروش =1.60
سمايه,نسبت p/m=0.00*** distance =-100.00,13.26,-14.66,1.12,مین حجم ماه=0.95*** مین ارزش ماه =0.32***مین حجم ماه دو=0.77,خرید=0.80*** فروش =0.80
ساروم,نسبت p/m=3855.45*** distance =-70.97,3.30,-18.31,1.18,مین حجم ماه=1.11*** مین ارزش ماه =14.40***مین حجم ماه دو=0.93,خرید=0.78*** فروش =0.93
وتوسكا,نسبت p/m=49.61*** distance =-78.64,2.85,-17.82,0.50,مین حجم ماه=0.48*** مین ارزش ماه =0.11***مین حجم ماه دو=0.69,خرید=0.70*** فروش =0.82
سخوز,نسبت p/m=1627.14*** distance =-77.99,2.27,-28.56,0.97,مین حجم ماه=0.78*** مین ارزش ماه =5.48***مین حجم ماه دو=0.58,خرید=0.78*** فروش =0.88
فلات,نسبت p/m=117.06*** distance =-90.17,26.72,-15.81,0.63,مین حجم ماه=0.55*** مین ارزش ماه =0.63***مین حجم ماه دو=0.32,خرید=0.82*** فروش =0.85
زمگسا,نسبت p/m=-1114.38*** distance =-73.08,3.90,-18.88,0.27,مین حجم ماه=0.24*** مین ارزش ماه =0.95***مین حجم ماه دو=0.24,خرید=1.51*** فروش =1.15
تابا,نسبت p/m=250.55*** distance =-87.98,20.61,-23.06,0.27,مین حجم ماه=0.28*** مین ارزش ماه =0.55***مین حجم ماه دو=0.13,خرید=0.85*** فروش =1.07
آلومينا,نسبت p/m=-1297.97*** distance =-88.40,11.23,-30.83,3.37,مین حجم ماه=2.97*** مین ارزش ماه =30.87***مین حجم ماه دو=4.48,خرید=0.57*** فروش =0.58
كانسار,نسبت p/m=-958.31*** distance =-79.96,2.65,-13.71,0.40,مین حجم ماه=0.38*** مین ارزش ماه =1.75***مین حجم ماه دو=0.41,خرید=0.74*** فروش =0.85
گكيش,نسبت p/m=361.01*** distance =-45.32,5.75,-23.90,0.71,مین حجم ماه=0.55*** مین ارزش ماه =0.34***مین حجم ماه دو=0.64,خرید=0.60*** فروش =1.04
غالبر,نسبت p/m=315.39*** distance =-90.60,23.59,-14.79,2.29,مین حجم ماه=3.31*** مین ارزش ماه =11.57***مین حجم ماه دو=0.19,خرید=1.11*** فروش =1.05
دشيمي,نسبت p/m=765.95*** distance =-43.56,16.33,-16.71,1.14,مین حجم ماه=0.73*** مین ارزش ماه =0.97***مین حجم ماه دو=0.44,خرید=0.58*** فروش =0.69
دكپسول,نسبت p/m=5148.13*** distance =-56.10,10.63,-2.96,0.58,مین حجم ماه=0.48*** مین ارزش ماه =5.74***مین حجم ماه دو=0.19,خرید=0.61*** فروش =0.89
سكرما,نسبت p/m=628.02*** distance =-85.92,2.81,-5.67,0.75,مین حجم ماه=0.63*** مین ارزش ماه =2.78***مین حجم ماه دو=0.46,خرید=0.84*** فروش =1.16
سبجنو,نسبت p/m=458.76*** distance =-86.32,9.29,-7.00,0.52,مین حجم ماه=1.03*** مین ارزش ماه =3.48***مین حجم ماه دو=1.26,خرید=1.13*** فروش =1.24
ولانا,نسبت p/m=-1175.23*** distance =-67.35,10.67,-10.36,0.23,مین حجم ماه=0.30*** مین ارزش ماه =1.01***مین حجم ماه دو=0.58,خرید=1.12*** فروش =1.33
زاگرس,نسبت p/m=-977.24*** distance =-89.73,5.79,-17.74,0.72,مین حجم ماه=1.13*** مین ارزش ماه =10.49***مین حجم ماه دو=1.15,خرید=1.43*** فروش =0.96
شخارك,نسبت p/m=-3289.01*** distance =-63.18,3.24,-20.68,0.41,مین حجم ماه=0.64*** مین ارزش ماه =5.40***مین حجم ماه دو=0.42,خرید=1.68*** فروش =0.75
بسويچ,نسبت p/m=46.30*** distance =-90.54,11.74,-6.35,0.96,مین حجم ماه=2.07*** مین ارزش ماه =1.00***مین حجم ماه دو=1.29,خرید=0.64*** فروش =1.16
كخاك,نسبت p/m=44.18*** distance =-97.81,5.58,-23.97,0.47,مین حجم ماه=0.97*** مین ارزش ماه =1.78***مین حجم ماه دو=1.77,خرید=1.22*** فروش =0.96
ساروج,نسبت p/m=3.78*** distance =-99.92,1.80,-20.15,0.23,مین حجم ماه=0.28*** مین ارزش ماه =1.31***مین حجم ماه دو=0.34,خرید=1.52*** فروش =1.36
زدشت,نسبت p/m=-471.53*** distance =-84.75,0.31,-30.55,0.75,مین حجم ماه=0.60*** مین ارزش ماه =1.72***مین حجم ماه دو=0.59,خرید=1.23*** فروش =1.25
لخانه,نسبت p/m=0.00*** distance =-100.00,2.68,-20.67,0.28,مین حجم ماه=0.25*** مین ارزش ماه =0.19***مین حجم ماه دو=0.16,خرید=0.84*** فروش =0.84
بهامرز,نسبت p/m=-86.97*** distance =-62.27,9.16,-11.93,5.99,مین حجم ماه=9.16*** مین ارزش ماه =2.09***مین حجم ماه دو=24.95,خرید=1.28*** فروش =0.90
سدشت,نسبت p/m=-38.83*** distance =-98.85,9.44,-5.66,0.27,مین حجم ماه=0.19*** مین ارزش ماه =0.64***مین حجم ماه دو=0.11,خرید=0.65*** فروش =0.65
كايتا,نسبت p/m=23.65*** distance =-98.98,74.51,-1.15,1.53,مین حجم ماه=1.33*** مین ارزش ماه =3.42***مین حجم ماه دو=0.20,خرید=0.63*** فروش =0.69
داسوه,نسبت p/m=304.40*** distance =-87.94,10.49,-11.10,0.26,مین حجم ماه=0.30*** مین ارزش ماه =0.76***مین حجم ماه دو=0.08,خرید=1.13*** فروش =0.93
چافست,نسبت p/m=-352.28*** distance =-65.34,2.29,-16.99,0.82,مین حجم ماه=1.05*** مین ارزش ماه =1.01***مین حجم ماه دو=0.69,خرید=1.15*** فروش =1.08
سخند,نسبت p/m=105.89*** distance =-89.50,2.08,-0.91,0.12,مین حجم ماه=0.06*** مین ارزش ماه =0.06***مین حجم ماه دو=0.13,خرید=0.52*** فروش =0.52
شگامرن,نسبت p/m=-1394.50*** distance =-27.35,2.39,-16.05,0.11,مین حجم ماه=0.14*** مین ارزش ماه =0.26***مین حجم ماه دو=0.29,خرید=10.96*** فروش =1.60
ولقمان,نسبت p/m=-54.92*** distance =-74.31,4.53,-14.26,4.05,مین حجم ماه=3.64*** مین ارزش ماه =0.74***مین حجم ماه دو=3.81,خرید=0.85*** فروش =0.80
كورز,نسبت p/m=0.00*** distance =-100.00,8.51,-19.51,0.33,مین حجم ماه=0.31*** مین ارزش ماه =0.12***مین حجم ماه دو=0.22,خرید=0.98*** فروش =0.98
تپولا,نسبت p/m=0.00*** distance =-100.00,24.63,-10.39,0.88,مین حجم ماه=0.31*** مین ارزش ماه =0.41***مین حجم ماه دو=0.27,خرید=0.31*** فروش =0.31
قشهد,نسبت p/m=-66.33*** distance =-91.37,2.47,-13.34,0.60,مین حجم ماه=0.50*** مین ارزش ماه =0.38***مین حجم ماه دو=0.40,خرید=0.68*** فروش =0.69
نتوس,نسبت p/m=0.00*** distance =-100.00,14.31,-16.91,0.69,مین حجم ماه=0.39*** مین ارزش ماه =0.23***مین حجم ماه دو=0.10,خرید=0.84*** فروش =0.86
حرهشا,نسبت p/m=414.31*** distance =-78.14,33.51,-19.58,1.50,مین حجم ماه=0.65*** مین ارزش ماه =1.18***مین حجم ماه دو=0.12,خرید=0.30*** فروش =0.31
بايكا,نسبت p/m=629.53*** distance =-64.91,19.50,-4.52,0.30,مین حجم ماه=0.11*** مین ارزش ماه =0.19***مین حجم ماه دو=0.02,خرید=0.31*** فروش =0.31
ثاصفا,نسبت p/m=353.72*** distance =-74.90,34.47,-6.12,0.10,مین حجم ماه=0.11*** مین ارزش ماه =0.17***مین حجم ماه دو=0.22,خرید=0.45*** فروش =0.45
نبابك,نسبت p/m=122.45*** distance =-88.80,33.33,-23.19,1.87,مین حجم ماه=2.69*** مین ارزش ماه =2.76***مین حجم ماه دو=1.82,خرید=1.28*** فروش =1.40
دتماد,نسبت p/m=-496.41*** distance =-91.09,9.89,-24.02,0.49,مین حجم ماه=0.66*** مین ارزش ماه =3.44***مین حجم ماه دو=0.24,خرید=1.01*** فروش =1.00
دكيمي,نسبت p/m=57.45*** distance =-96.33,18.36,-7.79,0.22,مین حجم ماه=0.40*** مین ارزش ماه =0.63***مین حجم ماه دو=0.21,خرید=1.50*** فروش =0.73
زپارس,نسبت p/m=22.82*** distance =-98.80,19.91,-15.53,0.44,مین حجم ماه=0.43*** مین ارزش ماه =0.79***مین حجم ماه دو=0.45,خرید=0.86*** فروش =0.84
چنوپا,نسبت p/m=33.78*** distance =-98.67,21.27,-10.12,2.53,مین حجم ماه=1.94*** مین ارزش ماه =5.17***مین حجم ماه دو=2.00,خرید=0.59*** فروش =0.59
كگاز,نسبت p/m=806.46*** distance =-73.49,2.81,-35.37,1.43,مین حجم ماه=1.39*** مین ارزش ماه =3.90***مین حجم ماه دو=0.58,خرید=0.89*** فروش =0.85
سيلام,نسبت p/m=-353.31*** distance =-77.30,13.90,-21.00,0.54,مین حجم ماه=0.65*** مین ارزش ماه =0.96***مین حجم ماه دو=0.77,خرید=1.23*** فروش =0.74
خپويش,نسبت p/m=-104.03*** distance =-86.85,10.20,-16.50,1.29,مین حجم ماه=2.51*** مین ارزش ماه =1.88***مین حجم ماه دو=0.83,خرید=2.49*** فروش =1.70
ثنظام,نسبت p/m=362.09*** distance =-92.90,0.00,-34.44,0.13,مین حجم ماه=0.18*** مین ارزش ماه =0.82***مین حجم ماه دو=0.20,خرید=0.90*** فروش =1.71
وملي,نسبت p/m=244.16*** distance =-98.72,11.70,-24.62,0.23,مین حجم ماه=0.23*** مین ارزش ماه =4.15***مین حجم ماه دو=0.13,خرید=0.86*** فروش =0.86
سفاسي,نسبت p/m=0.00*** distance =-100.00,7.96,-28.15,0.35,مین حجم ماه=1.60*** مین ارزش ماه =0.35***مین حجم ماه دو=0.96,خرید=4.74*** فروش =4.74
نيشكر,نسبت p/m=21.06*** distance =-99.57,2.67,-12.44,0.34,مین حجم ماه=1.01*** مین ارزش ماه =4.75***مین حجم ماه دو=0.68,خرید=1.35*** فروش =1.49
وملت,نسبت p/m=174.19*** distance =-50.40,10.82,-1.10,0.45,مین حجم ماه=0.51*** مین ارزش ماه =0.18***مین حجم ماه دو=0.23,خرید=1.01*** فروش =1.45
قلرست,نسبت p/m=-14.44*** distance =-98.30,2.70,-21.63,0.65,مین حجم ماه=0.91*** مین ارزش ماه =0.72***مین حجم ماه دو=0.66,خرید=1.03*** فروش =1.49
خليبل,نسبت p/m=0.00*** distance =-100.00,26.46,-1.32,1.07,مین حجم ماه=1.05*** مین ارزش ماه =0.15***مین حجم ماه دو=0.50,خرید=0.86*** فروش =0.86
شكف,نسبت p/m=0.00*** distance =-100.00,27.12,-0.59,0.21,مین حجم ماه=0.08*** مین ارزش ماه =0.12***مین حجم ماه دو=0.02,خرید=0.31*** فروش =0.31
خبازرس,نسبت p/m=-234.27*** distance =-77.34,0.44,-27.74,0.13,مین حجم ماه=0.16*** مین ارزش ماه =0.16***مین حجم ماه دو=0.32,خرید=1.23*** فروش =1.35
شزنگ,نسبت p/m=-20.57*** distance =-99.55,11.54,-1.90,0.09,مین حجم ماه=0.04*** مین ارزش ماه =0.17***مین حجم ماه دو=0.01,خرید=0.40*** فروش =0.40
پارتا,نسبت p/m=192.08*** distance =-76.83,20.72,-10.35,1.13,مین حجم ماه=0.69*** مین ارزش ماه =0.57***مین حجم ماه دو=0.68,خرید=0.41*** فروش =0.40
ثزاگرس,نسبت p/m=0.00*** distance =-100.00,19.13,-4.50,0.16,مین حجم ماه=0.09*** مین ارزش ماه =1.57***مین حجم ماه دو=0.12,خرید=0.49*** فروش =0.49
خفولا,نسبت p/m=289.87*** distance =-88.56,28.46,0.00,0.09,مین حجم ماه=0.19*** مین ارزش ماه =0.56***مین حجم ماه دو=0.02,خرید=2.36*** فروش =3.39
غدانه,نسبت p/m=100.40*** distance =-90.68,14.11,-2.73,0.25,مین حجم ماه=0.15*** مین ارزش ماه =0.16***مین حجم ماه دو=0.06,خرید=0.48*** فروش =0.48
غبهنوش,نسبت p/m=2117.44*** distance =-59.13,6.20,-14.07,0.45,مین حجم ماه=0.36*** مین ارزش ماه =1.80***مین حجم ماه دو=0.25,خرید=0.71*** فروش =0.72
دهدشت,نسبت p/m=-1002.79*** distance =25.75,11.59,-13.66,1.08,مین حجم ماه=0.63*** مین ارزش ماه =0.48***مین حجم ماه دو=0.34,خرید=0.77*** فروش =0.38
مارون,نسبت p/m=-182.06*** distance =-96.61,67.74,-6.34,0.54,مین حجم ماه=0.52*** مین ارزش ماه =2.75***مین حجم ماه دو=0.19,خرید=1.20*** فروش =1.72
چخزر,نسبت p/m=2719.73*** distance =-40.94,8.98,-14.64,0.14,مین حجم ماه=0.14*** مین ارزش ماه =0.64***مین حجم ماه دو=0.10,خرید=0.82*** فروش =1.61
شصفها,نسبت p/m=-1529.29*** distance =-84.84,15.76,-0.61,0.12,مین حجم ماه=0.16*** مین ارزش ماه =1.71***مین حجم ماه دو=0.03,خرید=0.73*** فروش =1.06
نخريس,نسبت p/m=458.11*** distance =-76.42,2.26,-19.23,0.32,مین حجم ماه=0.33*** مین ارزش ماه =0.62***مین حجم ماه دو=0.23,خرید=0.93*** فروش =1.40
